0,1,2,3,4,5,6,7,8,9
23,62,111,145,81,106,92,3,133,55
100,62,111,128,81,146,83,140,116,51
38,129,114,20,51,107,132,126,116,42
146,83,69,145,13,141,109,140,74,42
97,132,114,74,78,38,109,125,130,102
106,104,77,74,102,63,69,22,128,81
38,57,41,103,149,107,29,125,128,42
92,58,125,116,73,124,5,53,50,13
23,62,6,128,11,40,119,126,130,33
77,119,135,134,42,124,62,132,50,61
71,129,111,116,43,132,62,114,10,149
63,5,4,116,102,131,92,140,156,2
102,62,126,116,81,35,135,77,50,24
78,62,3,50,24,148,132,91,128,42
56,72,140,74,144,65,62,77,128,34
56,34,53,74,39,92,29,4,10,154
131,151,6,20,144,63,132,108,74,42
107,109,52,10,97,56,137,138,89,43
56,69,114,145,81,65,62,138,130,102
77,92,33,50,51,65,137,134,116,42
131,132,53,156,97,16,62,114,130,81
77,5,128,111,149,92,83,114,74,72
72,92,77,128,42,40,132,4,116,149
40,69,138,74,42,78,92,135,145,97
125,29,138,116,97,52,148,121,128,155
40,92,126,130,144,47,62,88,145,13
124,129,77,130,149,38,137,46,28,44
64,62,22,18,81,120,69,135,128,102
71,62,41,130,149,12,104,59,128,155
77,85,6,86,102,118,5,38,130,43
131,58,77,10,43,148,62,98,63,102
63,62,3,156,2,106,71,137,128,81
98,83,33,50,42,135,62,114,74,43
107,62,65,130,127,72,132,143,128,51
77,69,138,130,97,107,105,4,128,81
92,5,93,50,42,84,135,2,128,89
38,83,136,116,51,106,123,140,50,155
125,109,98,103,149,56,62,111,10,97
136,83,77,28,155,148,132,140,63,102
22,32,37,130,149,56,69,134,116,43
125,62,12,128,81,56,69,53,17,102
107,92,77,128,34,98,62,135,50,102
23,109,6,145,43,22,132,126,116,11
56,62,4,50,51,77,92,126,128,144
22,83,37,74,42,78,62,98,130,97
72,129,41,116,51,22,69,2,145,43
148,62,108,128,51,146,151,6,130,155
121,109,111,96,51,77,5,88,50,102
29,92,100,74,55,140,62,137,128,81
56,92,88,116,51,134,132,114,65,102
38,62,93,116,13,55,123,121,145,72
84,57,93,128,33,72,62,89,63,102
38,69,135,50,88,100,132,8,74,36
121,5,98,74,81,56,123,126,145,97
56,62,48,29,149,100,92,74,114,51
134,62,111,74,42,150,132,38,98,149
67,57,3,10,155,7,123,102,130,43
71,5,114,74,102,41,129,77,145,81
84,71,4,130,42,107,62,37,50,97
77,62,98,134,144,63,72,3,74,42
100,132,126,128,155,98,62,140,134,36
118,92,77,63,102,106,64,2,156,155
40,83,33,130,127,77,62,125,153,149
106,64,6,10,42,125,69,100,29,75
107,104,12,156,42,72,62,134,10,149
136,151,64,156,42,38,62,12,103,127
12,123,38,21,81,77,62,6,50,88
124,54,37,49,81,136,69,121,128,24
98,129,126,130,149,84,80,128,89,51
87,152,77,10,149,56,58,73,111,42
107,151,6,50,24,56,69,98,128,97
110,69,122,116,73,107,62,126,130,11
106,152,88,134,142,33,83,6,74,42
56,123,53,96,149,71,137,38,10,102
38,62,22,130,42,140,34,135,10,102
100,62,6,145,43,107,105,108,116,13
78,92,126,96,155,16,69,140,130,102
23,83,41,50,149,100,132,3,116,81
46,62,77,50,43,87,92,48,130,42
107,5,98,130,133,52,62,41,10,102
107,109,121,145,97,60,5,4,74,42
65,62,77,128,51,140,109,125,145,88
118,151,126,145,72,56,57,6,50,88
23,85,74,98,39,40,62,2,128,81
78,83,91,116,43,63,62,138,128,126
140,69,3,74,42,125,62,98,145,97
52,27,92,134,34,40,137,54,145,31
95,58,138,116,55,141,44,148,63,144
124,69,140,130,51,73,105,12,134,142
22,132,4,28,115,77,104,12,10,102
125,57,37,130,102,56,99,53,128,89
148,69,56,130,127,134,62,12,38,99
107,138,109,130,81,143,83,135,128,89
78,62,98,50,88,140,57,91,74,42
148,132,138,74,42,98,69,63,103,51
118,62,3,20,126,106,1,4,134,31
63,27,135,103,144,134,151,77,10,149
107,92,126,130,149,52,109,121,145,97
43,152,126,74,72,87,132,53,130,154
22,5,98,74,154,72,69,125,128,42
22,69,140,145,97,92,5,6,74,81
72,62,37,103,51,4,32,116,145,97
92,137,125,50,88,42,113,114,128,107
22,132,114,128,42,124,83,6,153,43
124,92,12,130,44,78,62,111,10,51
56,92,126,116,124,107,83,111,128,7
23,92,3,128,42,100,62,111,74,81
146,62,77,134,155,124,137,141,10,102
146,92,3,50,142,15,132,6,10,81
22,47,59,50,88,125,72,121,128,51
140,69,111,74,81,134,29,138,103,154
63,69,88,128,97,64,83,93,10,149
77,132,140,50,45,23,5,98,128,42
140,129,19,116,81,84,47,74,12,127
92,137,138,10,149,140,132,4,128,42
38,137,140,156,43,46,105,17,128,81
107,69,138,134,149,77,109,125,130,127
140,83,98,63,102,23,62,6,50,36
23,69,102,63,38,12,135,107,145,13
78,151,138,116,43,125,71,98,145,87
121,5,12,156,149,134,132,46,130,42
131,62,4,50,42,84,132,111,155,74
72,5,114,50,42,141,132,111,29,149
64,83,112,128,75,56,152,3,50,42
71,69,140,50,24,131,109,156,121,88
26,123,140,63,51,110,62,4,116,13
140,69,138,50,102,56,129,12,74,42
46,62,4,10,126,71,137,114,128,149
23,83,98,128,126,124,57,111,10,2
40,62,3,50,97,22,69,4,74,42
40,151,72,130,123,77,109,121,116,51
38,92,59,65,13,107,62,140,134,142
78,129,108,10,102,107,69,83,65,155
56,62,126,116,81,118,137,140,103,42
107,34,41,145,43,72,83,116,59,81
87,83,98,128,155,148,62,2,116,97
78,69,56,50,154,38,151,4,128,97
4,69,111,128,51,118,135,114,145,155
107,5,6,98,97,78,62,108,116,81
107,83,77,128,97,38,135,41,116,73
107,83,114,128,126,52,71,111,130,102
100,123,73,130,149,9,62,2,65,155
35,138,26,116,133,148,123,22,128,51
71,135,53,50,42,92,132,29,10,102
60,92,138,116,97,107,62,98,130,149
107,62,126,128,81,125,57,98,10,149
130,62,6,71,51,56,5,98,74,36
100,62,2,145,81,92,109,83,116,97
15,123,6,130,25,40,70,126,50,42
40,8,119,116,102,77,92,2,130,51
92,100,6,116,142,124,69,140,134,31
140,62,114,128,155,16,83,121,145,43
84,83,121,21,81,100,104,4,128,51
100,83,77,10,149,107,62,82,130,117
60,69,98,130,42,107,29,135,74,144
148,109,38,128,42,65,62,135,10,102
22,29,38,74,13,4,69,138,116,81
148,34,138,149,130,5,99,38,153,131
92,109,140,116,149,23,83,4,145,97
141,147,138,156,155,107,58,123,10,102
71,5,114,74,154,56,62,45,128,102
65,71,98,128,42,131,1,126,103,155
106,5,77,74,75,54,27,138,130,102
23,132,77,10,51,107,57,114,130,149
95,2,83,10,102,51,5,126,63,107
9,5,2,96,42,40,83,77,74,144
124,104,126,145,13,56,132,53,74,42
125,5,37,116,81,87,109,119,63,97
38,83,3,74,154,141,129,135,50,102
124,92,98,28,51,23,140,69,128,81
56,148,98,74,144,107,69,77,63,102
98,104,125,50,24,52,119,107,130,102
107,62,126,128,43,76,104,111,116,88
60,92,33,116,88,124,62,126,128,149
106,92,77,10,43,141,119,126,116,81
107,5,121,116,81,65,57,77,96,42
92,29,52,74,102,140,137,135,130,25
22,109,138,128,89,55,123,125,74,43
72,138,6,116,24,141,5,137,74,81
136,69,135,116,43,146,57,77,74,155
47,69,41,128,88,146,83,91,50,42
92,5,98,10,42,119,135,6,145,43
23,137,98,74,144,22,92,77,134,126
35,83,41,128,75,107,104,126,74,88
56,132,111,116,73,52,151,4,50,11
118,113,148,63,102,146,135,53,117,81
92,132,77,50,88,125,135,41,128,81
52,92,46,116,43,78,138,38,128,11
107,83,4,116,97,98,132,3,10,149
140,58,98,128,89,63,34,6,42,74
124,80,73,116,155,100,132,114,74,42
124,148,22,10,36,23,109,71,116,81
19,75,46,98,154,140,5,37,0,74
38,64,98,10,149,100,71,53,145,81
77,71,121,74,89,100,62,36,114,50
84,62,2,21,36,53,4,124,20,97
106,62,4,156,42,72,119,121,128,81
40,83,133,18,48,22,29,145,26,51
107,69,138,74,144,118,62,108,134,102
85,29,135,116,97,71,47,146,130,122
22,109,8,145,97,124,62,98,65,81
92,5,77,50,24,124,62,126,10,102
38,132,126,28,127,131,5,77,74,154
118,132,12,128,149,84,62,114,10,51
84,69,107,10,149,22,24,3,130,97
124,83,77,74,42,125,5,6,63,127
100,69,135,128,155,87,62,111,116,2
35,137,135,130,42,78,62,126,74,155
124,83,126,10,127,23,62,111,116,97
106,69,138,130,102,99,34,38,74,75
98,62,121,145,11,125,5,126,153,72
71,109,83,50,88,72,92,2,74,42
106,58,135,128,89,154,104,41,50,107
22,137,3,50,144,95,5,114,128,13
124,29,125,21,97,107,62,3,10,42
124,139,6,121,97,46,92,98,130,149
148,132,4,74,81,40,62,33,128,11
107,92,126,128,42,23,132,6,50,88
107,83,98,153,102,140,69,138,103,97
99,92,4,145,51,87,14,3,130,149
124,62,114,128,51,92,5,25,156,42
56,132,29,74,42,16,5,4,130,144
72,123,138,103,149,92,62,6,128,88
63,57,37,74,149,60,83,135,128,89
124,69,12,128,81,140,83,37,50,115
107,69,83,74,117,57,138,137,128,42
4,69,121,74,88,83,52,53,28,102
107,137,134,156,149,46,151,132,10,102
102,92,98,116,51,107,62,53,130,149
118,113,41,63,144,38,92,125,101,39
72,57,12,130,149,125,62,126,128,73
56,123,112,128,88,23,92,126,29,55
64,62,6,50,42,140,69,2,128,144
106,69,4,20,11,124,123,38,156,51
131,62,38,50,42,99,92,102,128,75
23,105,4,128,88,124,57,98,49,11
148,83,126,28,144,56,62,41,153,97
77,62,12,74,42,143,83,53,128,144
125,148,111,126,74,65,5,77,128,88
22,62,4,130,155,98,5,116,10,149
140,92,135,28,102,107,132,56,74,65
141,58,128,98,42,56,92,33,130,149
56,147,138,74,42,107,71,53,145,55
22,151,128,98,42,92,71,4,10,149
107,62,53,103,42,98,135,77,130,149
107,69,88,103,51,38,132,42,10,149
124,105,46,153,81,141,104,114,20,51
141,94,4,10,149,100,105,140,130,81
148,83,114,50,88,107,69,125,128,73
98,138,114,63,81,140,64,4,74,24
56,123,135,116,13,110,113,4,50,155
22,34,77,130,51,23,62,41,74,81
110,81,98,128,83,65,109,121,145,97
87,92,111,96,42,106,69,121,116,155
124,104,6,130,102,23,69,12,153,51
124,123,135,28,2,72,85,98,128,155
107,123,140,50,88,38,62,3,128,39
140,137,77,63,11,68,104,41,145,141
15,62,126,116,51,100,104,98,128,155
95,58,4,156,144,131,132,111,130,51
106,62,64,74,42,26,5,135,130,144
107,62,12,63,127,38,27,111,145,81
140,64,138,121,97,100,109,155,128,4
68,151,3,74,123,7,119,121,116,97
80,62,126,116,144,33,132,56,28,43
107,139,126,134,102,4,69,124,28,2
77,104,56,50,142,98,132,140,134,149
72,92,3,50,81,65,29,125,128,155
125,83,23,101,149,148,62,140,156,155
106,62,98,63,102,100,5,2,145,13
108,132,140,116,81,106,62,77,74,97
95,113,91,67,43,98,119,4,130,149
77,132,140,116,81,78,71,138,96,127
3,34,126,156,89,84,113,143,140,49
107,129,6,74,126,124,138,12,128,42
87,34,77,128,81,92,138,98,116,2
84,138,114,10,149,92,83,6,103,51
100,57,2,50,88,118,104,3,10,149
64,83,77,130,102,40,132,114,128,11
47,92,50,101,81,56,69,12,74,42
107,62,6,111,81,40,132,2,65,11
23,105,114,134,81,77,57,59,10,43
62,102,53,50,118,40,69,140,116,81
22,92,37,128,42,148,151,77,74,88
87,92,98,18,102,118,105,126,116,97
100,132,114,21,102,23,69,3,74,144
72,83,41,50,24,140,57,114,12,97
110,72,2,128,36,78,104,6,153,13
23,132,33,145,25,22,58,126,28,55
23,105,37,128,13,92,152,6,145,97
40,109,125,130,102,56,104,135,96,42
40,83,120,10,149,56,8,146,65,102
140,92,98,130,11,124,34,25,145,97
140,109,125,50,42,92,83,77,134,142
125,57,77,130,36,92,71,98,74,42
84,62,126,130,102,125,69,140,128,155
72,62,111,50,102,87,92,4,130,42
65,151,6,63,42,107,62,126,74,144
56,132,98,50,88,40,83,59,128,144
16,58,140,130,81,65,83,98,101,11
110,62,114,74,42,119,83,138,130,117
125,5,98,96,102,56,62,3,89,88
107,69,38,10,97,65,109,121,28,149
78,57,77,156,43,140,62,37,128,127
7,123,138,116,149,68,62,135,156,72
23,83,3,128,149,148,92,4,74,42
65,92,126,130,149,141,62,143,74,42
141,92,143,134,39,78,132,53,128,75
4,104,121,50,24,56,109,38,128,42
38,62,4,74,42,107,104,59,128,155
100,132,61,20,13,38,92,59,128,11
146,92,43,116,91,141,69,12,74,36
40,58,12,116,149,64,135,71,128,154
7,83,112,128,33,124,109,65,130,149
42,5,126,116,140,99,57,77,145,97
107,119,111,50,123,87,8,45,130,149
65,132,111,128,97,125,57,98,130,149
106,151,89,130,102,124,32,77,144,101
4,132,114,28,11,87,62,6,130,149
92,5,65,128,43,148,83,19,130,81
84,132,114,101,57,92,5,126,50,81
136,72,83,10,149,56,109,121,50,88
77,138,2,116,43,65,57,111,130,97
6,132,52,128,51,4,151,12,50,88
146,132,77,128,144,15,62,53,50,42
124,151,109,153,155,146,132,37,128,43
52,83,53,130,149,56,62,6,128,51
106,137,6,128,42,118,92,98,96,43
107,92,126,63,97,60,83,111,74,102
40,69,138,116,97,107,29,41,50,88
92,62,91,74,67,55,135,43,130,149
56,152,98,130,42,141,62,121,116,102
84,5,4,128,146,78,24,41,130,144
38,62,77,128,42,71,132,98,145,43
4,132,41,128,144,141,109,108,74,102
46,69,60,50,42,67,92,111,74,155
100,104,93,128,88,106,62,48,63,13
150,27,3,128,126,107,119,4,10,102
124,54,77,130,42,99,152,92,116,149
97,129,4,128,102,23,109,121,74,42
72,92,111,153,149,58,107,138,130,127
72,62,41,116,155,102,5,37,74,43
114,62,82,67,81,141,19,1,116,149
134,73,123,130,42,141,29,138,10,102
110,137,114,74,31,52,5,53,128,51
118,137,56,116,31,79,104,93,74,42
131,137,6,50,144,148,69,135,130,155
140,132,19,128,81,64,92,4,10,149
23,69,134,128,42,9,62,135,116,97
62,69,3,130,149,65,92,114,10,43
4,92,111,156,155,41,62,53,26,44
100,123,98,103,81,15,109,121,74,142
100,105,89,145,55,140,92,126,50,24
22,69,125,96,117,118,92,111,74,127
23,62,137,128,144,107,71,6,50,88
106,69,73,130,149,56,62,111,50,88
23,148,98,63,102,72,92,0,145,13
100,57,46,128,89,132,84,126,17,55
148,151,126,10,102,87,109,38,50,155
76,60,4,128,144,77,74,126,62,25
84,92,6,10,149,124,5,102,128,88
38,69,48,128,115,87,132,138,10,75
131,62,98,74,42,87,132,12,116,102
107,1,93,128,81,134,151,4,103,42
95,92,126,50,149,147,83,98,103,81
77,69,38,128,81,140,123,135,117,36
146,95,111,128,42,124,58,114,74,144
52,83,107,128,75,72,92,114,20,88
56,129,77,10,81,107,83,98,134,149
107,132,77,28,122,148,92,125,50,102
98,57,33,145,55,107,109,38,128,117
23,123,138,128,72,148,62,121,103,81
95,47,98,116,102,121,129,114,156,144
92,132,102,130,144,140,71,114,74,42
23,138,6,156,43,78,132,37,74,88
64,62,138,128,155,52,135,126,156,42
79,83,120,130,102,7,57,53,74,36
146,105,37,63,149,6,32,22,128,126
15,83,138,116,43,106,58,108,156,149
56,85,126,130,102,35,62,91,145,11
55,99,2,130,149,29,129,4,17,11
107,83,2,10,39,124,69,121,74,155
72,62,6,128,144,92,132,108,50,88
100,138,98,74,144,42,104,140,145,13
100,109,121,128,122,40,1,56,145,71
78,83,3,11,128,107,62,114,101,43
63,137,141,50,42,95,62,37,130,88
124,151,12,10,57,56,62,6,74,131
106,132,130,93,42,63,62,3,74,155
107,129,77,130,42,131,5,29,128,122
4,92,140,116,115,71,69,126,128,155
98,62,6,130,42,125,19,111,153,102
77,62,6,10,42,146,69,12,130,127
72,135,4,128,2,140,62,77,145,126
87,29,125,10,149,22,62,98,128,97
84,62,126,10,149,124,69,114,153,81
78,83,4,74,127,118,123,22,129,81
23,137,135,74,42,72,83,114,134,39
4,83,107,20,155,87,132,56,128,11
100,132,3,128,89,56,54,12,101,51
56,69,125,128,42,148,92,38,50,36
141,132,98,130,149,72,47,41,28,102
141,92,4,20,11,19,135,73,103,81
71,62,54,116,25,92,85,78,128,42
100,70,59,128,42,124,64,107,101,115
22,92,12,50,102,140,62,6,128,42
138,109,140,103,149,92,148,22,10,102
138,69,141,74,42,77,57,125,50,88
106,104,53,74,154,92,132,12,128,144
100,109,140,153,102,107,135,6,134,142
87,62,98,74,144,46,135,37,128,97
140,129,72,130,149,92,29,138,74,42
78,132,12,128,81,111,92,121,130,102
56,69,140,130,97,7,132,41,74,42
92,62,91,116,25,23,132,81,128,119
147,62,38,145,11,22,83,2,25,123
85,69,15,128,42,78,47,135,130,102
77,62,53,128,81,92,57,126,74,42
54,129,3,128,102,140,92,126,10,42
107,62,46,50,102,124,148,140,96,97
72,5,98,116,97,82,132,134,117,55
95,62,121,145,2,100,109,125,74,155
98,5,3,128,55,141,60,140,96,25
78,135,111,63,51,107,83,77,130,127
22,69,135,116,81,23,62,33,130,149
38,5,19,50,88,107,83,2,128,154
56,58,12,103,97,140,62,53,117,13
118,69,121,63,43,146,34,2,116,25
140,132,12,128,42,146,62,2,74,89
87,132,126,128,55,131,92,112,96,75
121,109,71,116,73,56,104,64,74,43
77,69,119,74,88,15,71,98,50,149
52,123,134,50,149,87,92,4,20,89
34,62,126,130,102,87,147,135,128,75
124,104,126,116,34,140,132,6,63,102
92,135,101,128,11,148,62,45,130,81
65,92,108,116,51,153,19,17,79,72
92,109,135,65,155,15,147,121,128,42
107,62,2,128,75,100,29,6,130,31
64,23,98,128,102,40,132,4,17,149
23,92,114,145,43,9,1,59,50,88
12,80,53,134,149,16,57,140,74,115
52,92,4,128,127,56,123,114,116,81
15,132,64,121,75,120,104,141,50,51
147,119,125,63,154,23,137,83,74,149
118,109,121,63,127,38,80,43,130,102
123,95,134,74,42,148,5,114,145,81
107,58,135,96,42,15,69,125,50,75
56,58,4,128,81,87,69,59,63,11
87,83,73,130,13,38,151,126,156,149
56,83,53,128,144,94,92,2,116,81
22,92,134,89,81,23,119,29,50,42
126,132,38,10,43,125,104,77,128,36
107,132,98,96,51,79,109,121,153,42
141,132,126,128,102,72,62,77,50,88
118,132,6,10,51,38,137,138,149,130
121,62,41,101,81,146,58,3,50,88
124,69,82,116,149,77,135,48,145,11
87,57,2,134,102,15,92,126,130,43
118,62,114,134,155,7,5,6,116,55
22,132,6,63,42,65,62,3,130,149
124,92,12,74,33,100,27,135,86,97
56,83,3,121,51,65,69,62,116,11
100,62,77,128,43,22,132,3,10,102
140,62,59,50,89,107,92,91,17,31
121,62,3,128,149,118,5,77,50,24
125,132,38,28,97,77,151,98,116,155
118,109,140,81,145,106,123,125,128,11
56,62,12,116,155,140,92,98,10,149
22,147,4,116,97,107,129,138,74,11
106,104,6,128,88,77,5,98,10,155
125,5,6,43,116,60,62,4,128,155
131,138,98,134,97,119,79,83,10,36
41,83,6,128,74,107,62,98,116,51
22,92,3,128,154,7,109,121,10,43
110,92,77,111,81,107,62,4,145,97
136,29,138,74,149,95,123,147,134,42
140,62,98,103,146,78,54,114,21,81
107,69,140,116,149,79,92,4,50,81
126,70,63,107,144,22,92,111,10,149
140,34,114,128,155,77,92,107,50,149
77,57,143,153,149,87,92,88,101,146
106,69,38,74,81,140,58,98,50,42
141,119,65,130,149,107,109,92,10,155
92,132,41,130,149,107,62,126,145,13
78,132,125,128,149,22,109,111,130,102
23,138,98,128,42,52,92,123,28,102
107,69,3,50,88,52,62,126,130,149
146,58,126,130,149,23,5,88,134,55
77,83,65,128,122,23,132,4,50,88
38,132,98,128,89,92,83,77,50,51
55,72,121,128,88,140,83,77,63,149
22,62,111,50,114,100,132,126,128,42
118,92,126,67,42,22,69,87,130,149
107,62,33,128,88,134,137,6,74,97
23,69,59,20,81,140,92,101,145,11
146,69,12,130,55,148,92,89,10,34
131,151,3,128,51,22,57,38,116,102
40,62,4,128,2,66,104,126,21,42
22,69,136,50,75,9,92,126,128,42
140,72,4,20,11,77,62,59,145,31
125,151,126,156,11,98,5,140,51,116
15,123,4,103,11,92,83,77,145,97
77,62,137,130,149,140,71,3,10,155
38,83,111,74,144,52,132,91,50,102
92,123,114,128,43,72,105,89,50,36
95,109,56,10,127,40,151,2,116,81
12,151,4,103,142,87,69,3,116,81
38,5,53,101,144,87,62,2,10,149
9,5,6,74,144,56,69,3,128,42
104,132,121,145,81,63,109,125,128,11
4,92,3,103,144,87,27,98,130,117
100,104,6,128,154,141,69,12,116,97
124,19,77,74,55,140,109,2,128,127
38,132,98,10,102,92,109,140,145,126
140,132,108,50,144,141,5,64,10,120
107,132,98,153,11,38,19,126,145,2
131,148,37,145,13,56,123,140,96,11
64,132,109,116,13,47,62,98,10,149
107,62,138,130,55,35,109,125,50,89
148,69,38,74,25,92,151,146,98,42
87,69,114,74,144,56,135,12,42,50
92,62,4,50,43,78,135,111,10,149
100,29,63,74,39,124,54,2,130,43
146,138,117,130,2,46,83,98,10,155
48,83,77,50,81,23,62,82,130,24
38,69,121,128,42,148,62,125,50,88
125,132,3,50,36,146,5,121,74,144
124,113,2,130,149,92,58,6,96,155
56,135,59,145,51,107,62,3,74,155
107,69,140,101,97,110,138,12,145,42
148,92,98,134,36,56,69,65,10,102
38,27,56,10,102,107,69,77,96,119
56,123,140,10,149,40,132,77,81,116
151,132,4,63,51,107,1,37,116,97
52,5,126,28,75,72,62,6,128,144
100,92,3,10,43,84,66,37,128,102
148,132,111,74,42,125,62,65,156,155
124,132,93,17,11,4,151,114,130,155
106,58,138,116,51,56,129,53,145,81
107,69,4,145,97,23,83,137,50,81
106,62,93,50,24,118,151,98,21,43
23,62,98,130,149,38,132,111,134,102
135,2,98,21,149,107,47,89,50,88
79,5,4,74,102,87,129,3,116,144
141,62,3,74,154,91,105,114,128,144
79,5,37,18,51,87,62,98,74,149
78,62,109,128,154,125,29,111,130,81
124,132,41,116,81,125,69,2,145,97
23,83,126,130,102,124,5,3,50,88
2,132,92,130,149,35,123,41,116,51
130,5,98,140,102,92,148,88,74,155
136,19,109,20,117,4,57,2,21,61
106,151,19,29,81,40,69,126,74,102
30,83,111,10,102,23,113,114,156,149
87,137,6,96,36,71,62,37,50,102
77,71,138,50,88,72,92,53,128,97
52,83,98,28,144,107,132,122,128,81
100,58,138,145,11,106,54,77,116,42
15,58,3,128,75,140,95,77,50,115
140,109,125,128,42,124,5,2,116,81
46,62,4,155,28,77,132,79,10,149
23,135,77,128,144,125,94,38,101,43
140,138,3,50,13,56,62,126,128,97
71,62,48,128,75,124,1,4,63,42
146,47,98,74,42,1,135,19,134,142
100,147,107,130,11,9,57,141,128,24
124,83,12,20,102,86,147,92,134,142
38,5,6,128,144,114,132,92,10,89
107,92,111,116,42,38,132,126,145,97
64,83,98,74,144,78,57,42,10,149
125,69,4,10,51,72,62,140,130,97
98,62,91,96,89,72,113,77,18,51
23,104,98,74,144,77,34,146,63,102
100,69,98,10,42,119,1,3,128,81
48,135,126,20,51,63,137,53,128,144
71,5,114,116,43,46,62,89,128,144
71,128,19,92,89,80,62,138,130,42
4,135,124,28,39,100,69,140,128,149
107,62,6,128,72,56,119,38,50,155
22,83,2,50,88,100,129,4,28,102
100,83,77,130,51,107,148,156,10,149
136,27,125,130,75,118,62,126,116,149
106,104,93,130,127,141,148,112,128,144
107,27,46,74,81,54,137,53,116,43
56,92,53,103,146,4,104,48,153,144
52,69,56,130,102,6,92,107,74,11
107,137,140,97,128,56,57,114,10,144
107,92,12,116,81,22,83,4,63,51
125,92,114,116,154,52,129,134,28,149
71,69,77,74,81,124,83,98,63,42
125,129,98,50,88,22,105,126,153,149
71,129,114,128,81,56,109,121,74,42
64,92,77,128,149,38,62,33,130,42
92,129,114,128,42,16,62,6,130,51
146,129,93,74,55,107,69,56,128,51
22,69,125,130,42,38,72,107,50,88
66,29,56,74,133,98,57,41,50,154
99,62,114,103,127,146,132,12,134,144
60,1,6,63,102,71,152,109,74,42
22,62,111,130,102,131,104,145,65,43
23,92,111,130,11,125,69,4,10,95
100,69,107,50,102,77,129,140,130,42
125,69,56,42,50,38,123,121,88,128
71,47,53,128,144,7,92,98,116,81
76,69,3,50,42,107,34,135,101,155
124,69,56,63,102,52,129,114,130,149
22,92,4,50,88,30,135,126,128,75
38,109,140,121,144,87,8,53,128,42
23,135,107,74,42,38,109,33,50,88
92,27,88,128,13,23,109,114,10,39
77,132,4,102,130,40,62,3,10,149
78,57,6,128,81,148,62,140,50,88
121,71,112,130,24,125,92,126,10,51
71,92,3,74,127,107,123,38,116,55
98,132,41,63,51,87,69,6,74,42
56,29,135,128,42,38,104,77,156,144
40,62,114,156,155,38,137,138,130,24
124,135,37,10,144,40,71,138,101,51
140,132,108,50,42,124,135,6,21,89
38,92,114,116,97,125,62,41,130,149
7,113,45,156,144,146,92,3,74,51
40,147,140,130,102,23,29,17,74,144
2,129,22,116,154,92,113,100,98,97
124,108,137,128,42,140,62,41,145,43
52,129,98,116,47,4,92,41,74,42
64,92,3,50,55,124,62,59,128,97
71,83,93,128,89,87,104,134,116,43
38,62,111,128,42,98,5,126,74,102
80,132,98,116,97,40,83,41,130,42
124,109,2,121,43,62,132,59,74,42
146,62,64,128,97,125,92,98,130,102
92,132,111,20,25,56,62,137,128,102
100,149,26,128,62,106,92,67,50,51
40,62,65,28,43,72,5,19,130,81
107,92,137,50,149,124,132,108,74,11
100,83,33,103,127,107,69,81,145,140
100,83,112,97,116,92,104,77,128,155
38,57,98,10,102,104,56,111,130,42
37,104,4,74,88,92,132,3,50,144
72,129,107,128,11,22,34,119,153,81
30,69,77,130,102,35,92,53,116,71
23,152,4,17,43,131,64,2,145,81
121,62,59,130,97,124,5,111,10,149
118,69,135,50,88,56,70,140,130,102
23,132,126,128,42,40,151,53,156,75
56,132,41,50,149,106,123,22,130,127
107,151,111,50,81,134,62,126,49,43
72,135,98,128,57,110,62,53,10,88
71,72,132,74,75,54,92,111,116,81
78,151,2,130,81,71,62,91,103,149
124,151,2,10,43,41,139,75,74,42
107,138,123,10,102,40,69,93,134,142
124,92,98,116,155,131,5,77,74,36
78,151,108,20,47,107,92,6,10,144
98,132,2,156,51,22,92,111,130,11
100,69,73,74,122,38,132,112,50,149
129,72,146,103,155,118,151,3,86,71
124,92,64,128,89,52,109,138,74,42
140,62,2,130,102,150,69,134,63,144
43,129,131,50,33,56,62,114,74,155
124,69,37,50,24,107,92,6,74,2
136,129,46,145,51,23,92,77,28,55
131,62,12,130,149,63,137,3,116,97
141,57,59,153,102,56,123,112,10,149
84,62,77,128,144,40,83,135,116,43
121,109,72,50,154,4,137,38,116,2
23,62,153,89,123,140,69,3,116,97
64,62,91,128,81,77,92,111,74,13
23,72,121,21,149,7,92,4,156,155
107,83,37,116,51,23,92,98,74,42
107,69,125,101,154,140,129,38,20,81
107,83,6,153,149,125,62,2,134,142
102,92,93,116,155,124,62,2,128,11
22,69,111,128,97,100,34,77,156,42
60,137,121,17,155,141,104,6,145,42
92,70,98,116,55,124,62,4,145,81
6,109,132,63,25,22,148,135,128,42
106,94,111,74,155,124,119,33,130,25
124,147,92,134,43,95,62,148,128,155
87,83,12,50,24,106,135,4,128,149
84,19,126,50,117,78,29,140,20,144
56,132,114,89,74,71,69,140,128,97
62,137,138,130,11,56,123,83,116,51
140,69,26,10,127,73,58,2,134,155
15,5,140,50,42,22,58,77,116,43
107,83,98,128,144,2,57,41,50,25
38,62,77,116,25,124,72,108,103,57
118,69,82,128,55,7,123,77,116,13
46,109,121,103,149,40,62,126,74,42
124,69,114,128,97,141,8,33,130,102
107,69,4,10,149,129,72,137,128,55
103,123,138,18,55,16,53,62,101,115
131,60,6,63,43,124,132,98,145,155
124,83,6,123,155,87,62,53,116,51
118,62,93,111,55,100,58,126,130,31
62,69,22,116,155,125,135,42,134,142
100,129,64,116,97,22,132,114,130,102
38,132,3,116,51,107,135,121,50,67
